GENERAL_ID,Risk_category,registration_number,Lat,Lon,County,Address,Post_code,Locality,Year Built,Height Regime,Apartment count,Surface,Examination Year,Certified expert,Observations,Cadastre Number,Land Registry Number,Administration Update,Admin Update
1274,U3,509,44.465062,26.056578,București,Strada FEROVIARILOR,22(24,Sector,1946,S+P+1 E+Ma,0,676,1993,Gheorghe DRUGEA,,,,07.04.2016,03.05.2016
1275,U3,510,44.465525,26.056999,București,Strada FEROVIARILOR,26(28,Sector,1946,S+P+1 E+Ma,0,664,1993,Gheorghe DRUGEA,,,,07.04.2016,03.05.2016
1276,U3,511,44.465995,26.057305,București,Strada FEROVIARILOR,35B,Sector,1960,S+P+1E,0,215,1993,Gheorghe AFANASENCO,,,,07.04.2016,03.05.2016
1277,U2,512,44.466328,26.057606,București,Strada FEROVIARILOR,37,Sector,1920,S+P+1E,0,163,1993,Gheorghe AFANASENCO,,,,07.04.2016,03.05.2016
1278,U3,513,44.467766,26.058945,București,Strada FEROVIARILOR,47(49,Sector,1929,S+P+2E,0,12,1993,Gheorghe DRUGEA,,,,07.04.2016,03.05.2016
1279,U2,514,44.467773,26.058983,București,Strada FEROVIARILOR,51,Sector,1936,S+P+3E,0,1116,1995,Maria DARIE,,,,07.04.2016,03.05.2016
1280,U3,515,44.467405,26.058802,București,Strada FEROVIARILOR,62(64,Sector,1930,S+P+1E,0,546,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
1281,U3,516,44.467875,26.059198,București,Strada FEROVIARILOR,78(84A,Sector,1920,S+P+1E,0,562,1993,Gheorghe DRUGEA,,,,07.04.2016,03.05.2016
1282,U3,517,44.436364,26.015946,București,Strada FLOARE ROŞIE,7,Sector,1965,S+P+9E,0,0,1993,Anatolie CAZACLIU,,,,07.04.2016,03.05.2016
1283,U2,518,44.442347,26.177663,București,Strada FLOREA LAZAR,3,Sector,1975,S+P+10E,0,6669,1993,Dan MIHAILESCU,,,,07.04.2016,03.05.2016
1284,U2,519,44.454412,26.100681,București,Calea FLOREASCA,11,Sector,1924,S+P+2E,0,5577,1993,Radu DIAMANDOPOL,,,,07.04.2016,03.05.2016
1285,U2,520,44.454873,26.100664,București,Calea FLOREASCA,19,Sector,1926,S+P+2E+Ma,0,843,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1286,U2,521,44.449308,26.088632,București,Strada FLORIAN PITTIŞ (fostă Strada GINA PATRICHI),1,Sector,1939,S+P+5E+Ma,6,105,1994,Dan POPESCU,,,,07.04.2016,03.05.2016
1287,U1,522,44.422179,26.039059,București,Strada FOIŞORUL DE FOC,1,Sector,1926,S+P+5E,0,6255,1993,Ion VARSA,,,,07.04.2016,03.05.2016
1288,U3,523,44.43047,26.099177,București,Strada FRANCEZĂ,7,Sector,1879,S+P+1E,0,0,1993,Emil COROIU,U3 (RUINA),,,07.04.2016,03.05.2016
1289,U2,524,44.430296,26.099722,București,Strada FRANCEZĂ,11,Sector,1885,S+P+1E,0,824,1993,Valter BOGDAN,,,,07.04.2016,03.05.2016
1290,U1,525,44.430707,26.097562,București,Strada FRANCEZĂ,12,Sector,1870,S+P+2E,0,273,1993,Mircea MIRONESCU,U1. U2,,,07.04.2016,03.05.2016
1291,U1,526,44.430185,26.100015,București,Strada FRANCEZĂ,13,Sector,1895,S+P+2E+Pod,0,1371,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
1292,U3,527,44.430637,26.097808,București,Strada FRANCEZĂ,16,Sector,1850,S+P+1E,0,322,1993,Maria CRACIUN,,,,07.04.2016,03.05.2016
1293,U3,528,44.430019,26.100335,București,Strada FRANCEZĂ,17,Sector,1890,S+P+2E+Ma,0,624,1993,Dan MIHAILESCU,,,,07.04.2016,03.05.2016
1294,U1,529,44.430604,26.09787,București,Strada FRANCEZĂ,18,Sector,1883,S+P+2E; S+P+Mz+2E,0,0,1993,Valter BOGDAN,,,,07.04.2016,03.05.2016
1295,U3,530,44.429986,26.100501,București,Strada FRANCEZĂ,19,Sector,1880,S+P+1E,0,762,1993,Voicu DORDEA,,,,07.04.2016,03.05.2016
1296,U2,531,44.430091,26.099169,București,Strada FRANCEZĂ,34,Sector,1840,S+P+1 E+Ma,0,317,1993,Mircea MIRONESCU,,,,07.04.2016,03.05.2016
1297,U3,532,44.429927,26.099885,București,Strada FRANCEZĂ,46,Sector,1925,S+P+2E+Ma,0,591,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
1298,U2,533,44.429781,26.101082,București,Strada FRANCEZĂ,56,Sector,1870,S+P+1E,0,768,1993,Valter BOGDAN,,,,07.04.2016,03.05.2016
1299,U2,534,44.429715,26.101278,București,Strada FRANCEZĂ,58,Sector,1890,S+P+3E,0,221,1993,Mircea MIRONESCU,,,,07.04.2016,03.05.2016
1300,U2,535,44.429587,26.101485,București,Strada FRANCEZĂ,60,Sector,1880,S+P+3E,0,6162,1993,Emil COROIU,,,,07.04.2016,03.05.2016
1301,U1,536,44.429521,26.102689,București,Strada FRANCEZĂ,64,Sector,1870,S+P+3E,0,0,1993,Mircea PERJESCU,,,,07.04.2016,03.05.2016
1302,U1,537,44.429549,26.102787,București,Strada FRANCEZĂ,66,Sector,1870,S+P+4E+Ma,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
1303,U2,538,44.448502,26.084531,București,Strada FRUMOASĂ,12,Sector,1900,S+P+1E,0,280,1993,Silvia CARAMAN,,,,07.04.2016,03.05.2016
1304,U3,539,44.448107,26.08513,București,Strada FRUMOASĂ,20,Sector,1890,S+P+1E,0,660,1993,Valter BOGDAN,,,,07.04.2016,03.05.2016
1305,U2,540,44.448262,26.085704,București,Strada FRUMOASĂ,29,Sector,1940,S+P+1 E+Ma,0,645,1993,Radu AGENT,,,,07.04.2016,03.05.2016
1306,U3,541,44.448396,26.086008,București,Strada FRUMOASĂ,33,Sector,1912,S+P+1 E+Ma,0,507,1993,Valter BOGDAN,,,,07.04.2016,03.05.2016
1307,U3,542,44.448463,26.086161,București,Strada FRUMOASĂ,35,Sector,1933,S+P,0,222,1993,Valter BOGDAN,,,,07.04.2016,03.05.2016
1308,U3,543,44.449134,26.087694,București,Strada FRUMOASĂ,47,Sector,1910,S+P+1 E+Ma,0,287,1993,Valter BOGDAN,,,,07.04.2016,03.05.2016
1309,U3,544,44.443078,26.166271,București,Soseaua FUNDENI,2,Sector,1975,S+P+14E,0,6487,1995,Mircea NEICU,,,,07.04.2016,03.05.2016
1310,U1,545,44.431325,26.101929,București,Strada GABROVENI,10,Sector,1936,S+P+3E+Ma; S+P+2E,0,1061,1993,Radu PETROVICI,U1. U2 / 1898 - 1936,,,07.04.2016,03.05.2016
1311,U1,546,44.431,26.102472,București,Strada GABROVENI,18,Sector,1885,S+P+1 E+Ma,0,388,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1312,U2,547,44.430924,26.102596,București,Strada GABROVENI,20,Sector,1850,S+P+1 E+Ma,0,476,1993,Ion VARSA,,,,07.04.2016,03.05.2016
1313,U1,548,44.43145,26.102153,București,Strada GABROVENI,43,Sector,1890,S+P+2E,0,207,1993,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
1314,U1,549,44.431234,26.102819,București,Strada GABROVENI,57,Sector,1890,S+P+2E,0,1011,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1315,U2,550,44.430895,26.103271,București,Strada GABROVENI,61,Sector,1959,S+P+7E; S+P+7E; S+P+4E,0,7088,1994,Dan POPESCU,,,,07.04.2016,03.05.2016
1316,U3,551,44.457843,26.071437,București,Strada GALA GALACTION,24,Sector,1924,S+P+1E,0,160,1993,Serban AENLIU,,,,07.04.2016,03.05.2016
1317,U3,552,44.458952,26.072499,București,Strada GALA GALACTION,54,Sector,1942,S+P+Ma,0,116,1993,Serban AENLIU,,,,07.04.2016,03.05.2016
1318,U3,553,44.466616,26.106603,București,Strada GARIBALDI,26A,Sector,1960,S+P+2E,0,1264,1997,Corneliu NICUT,,,,07.04.2016,03.05.2016
1319,U3,554,44.41914,26.088812,București,Strada GAZELEI,30,Sector,1910,S+P+1E; S+P,0,442,1993,Eugeniu IORDACHESCU,1931; 1910,,,07.04.2016,03.05.2016
1320,U3,555,44.420181,26.088841,București,Strada GAZELEI (corp C + D),32,Sector,1910,S+P+1E; S+P+1 E+Ma,0,129,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
1321,U2,556,44.419189,26.088936,București,Strada GAZELEI,35C,Sector,1900,S+P+1E;S+P+1E; S+P,0,0,1993,Alexandru BRANZEI,,,,07.04.2016,03.05.2016
1322,U3,557,44.418627,26.08927,București,Strada GAZELEI,47,Sector,1930,S+P+1E,0,504,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
1323,U3,558,44.418957,26.089505,București,Strada GEORGE MURGOCI,9,Sector,1915,S+P; S+P+1E,0,253,1993,Valentin SEVCENCO,,,,07.04.2016,03.05.2016
1324,U3,559,44.466711,26.105279,București,Strada GEORGES BIZET,9,Sector,1950,S+P+2E,0,1044,1995,Marin TEODOR,,,,07.04.2016,03.05.2016
1325,U3,560,44.461099,26.082996,București,Strada GHEORGHE BRATIANU,26,Sector,1926,S+P+2E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
1326,U2,561,44.444359,26.104271,București,Strada GHEORGHE CANTACUZINO,3,Sector,1934,S+P+3E+Ma,0,0,1993,Leonid NEAGOE,,,,07.04.2016,03.05.2016
1327,U2,562,44.447513,26.076153,București,Bulevardul GHEORGHE I. DUCA,2,Sector,1937,S+P+7E; S+P+5E,0,1512,1993,Mariana SUCEVEANU,1936; 1937,,,07.04.2016,03.05.2016
1328,U3,563,44.436959,26.086165,București,Strada GHEORGHE LAZAR,9A(9B,Sector,1926,S+P+2E+Ma; S+P+1 E+Ma,0,490,1994,Radu AGENT,1926; 1926,,,07.04.2016,03.05.2016
1329,U3,564,44.443808,26.098373,București,"Bulevardul GHEORGHE MAGHERU (Librăria „DIVERTA - MAGHERU"")",9,Sector,1961,S+P+9E,162,17792,1996,Nicolae ALEMAN,,,,07.04.2016,03.05.2016
1330,U2,565,44.42454,26.126444,București,Strada GHEORGHE MANEA,13,Sector,1935,S+P+1 E+Ma,0,420,1993,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
1331,U2,566,44.448862,26.09025,București,Strada GHEORGHE MANU,6,Sector,1935,S+P+3E+Ma,0,776,1994,Mircea NEICU,,,,07.04.2016,03.05.2016
1332,U2,567,44.447911,26.088069,București,Strada GHEORGHE MANU,12,Sector,1945,S+Ds+P+4E,0,1425,1994,Leonid NEAGOE,,,,07.04.2016,03.05.2016
1333,U2,568,44.448121,26.088453,București,Strada GHEORGHE MANU,18,Sector,1900,S+P+3E,0,114,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
1334,U3,569,44.434979,26.066951,București,Bulevardul GHEORGHE MARINESCU,15,Sector,1932,S+P+2E+Ma,0,1067,1993,Andrei NEAGU,,,,07.04.2016,03.05.2016
1335,U3,570,44.424907,26.059342,București,Strada GHEORGHE NEGEL,39(43,Sector,1951,S+P,0,290,1993,Gheorghe DRUGEA,,,,07.04.2016,03.05.2016
1336,U2,571,44.440821,26.120713,București,Strada GHEORGHE POP DE BASEŞTI,1,Sector,1939,S+P+2E,0,426,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
1337,U2,572,44.441048,26.121254,București,Strada GHEORGHE POP DE BASEŞTI,6,Sector,1928,S+P+2E,0,696,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
1338,U2,573,44.441531,26.121756,București,Strada GHEORGHE POP DE BASEŞTI,13,Sector,1930,S+P+2E,0,440,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1339,U1,574,44.441808,26.122147,București,Strada GHEORGHE POP DE BASEŞTI,21,Sector,1932,S+P+2E+Ma,0,334,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
1340,U1,575,44.442202,26.122935,București,Strada GHEORGHE POP DE BASEŞTI,32,Sector,1935,S+P+2E,0,468,1993,Cristian BALAN,,,,07.04.2016,03.05.2016
1341,U2,576,44.443269,26.124919,București,Strada GHEORGHE POP DE BASEŞTI,56,Sector,1935,S+P+2E,0,725,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1342,U3,577,44.421059,26.097113,București,Strada GHEORGHE PREOŢESCU,13,Sector,1910,S+P+1E,0,228,1993,Traian POPP,,,,07.04.2016,03.05.2016
1343,U3,578,44.420528,26.097519,București,Strada GHEORGHE PREOŢESCU,18,Sector,1948,S+P; S+P+2E,0,279,1993,Traian POPP,,,,07.04.2016,03.05.2016
1344,U1,579,44.420203,26.097892,București,Strada GHEORGHE PREOŢESCU,24,Sector,1925,S+P+2E+Ma,0,320,1993,Traian POPP,,,,07.04.2016,03.05.2016
1345,U2,580,44.420421,26.097802,București,Strada GHEORGHE PREOŢESCU,25,Sector,1936,S+P,0,56,1993,Traian POPP,U2. U3,,,07.04.2016,03.05.2016
1346,U2,581,44.42002,26.098098,București,Strada GHEORGHE PREOŢESCU,26,Sector,1916,S+P+1 E+Ma,0,334,1993,Traian POPP,,,,07.04.2016,03.05.2016
1347,U2,582,44.420259,26.09799,București,Strada GHEORGHE PREOŢESCU,29,Sector,1938,S+P+1 E+Ma,0,510,1993,Traian POPP,,,,07.04.2016,03.05.2016
1348,U2,583,44.451715,26.109105,București,Strada GHIOCEI,25,Sector,1940,S+P+2E,0,358,1994,Ramiro SOFRONIE,,,,07.04.2016,03.05.2016
1349,U2,584,44.462838,26.102297,București,Strada GIACOMO PUCCINI,1,Sector,1939,S+P+3E,8,970,1995,Constantin PAVEL,,,,07.04.2016,03.05.2016
1350,U2,585,44.460774,26.105097,București,Strada GIOACCHINO ROSSINI,6,Sector,1959,S+Ds+P+3E,0,198,1995,Nicolae CONSTANTINESCU,,,,07.04.2016,03.05.2016
1351,U2,586,44.448115,26.062725,București,Calea GIULEŞTI,11,Sector,1962,S+P+8E,0,0,1995,Dan CAPATINA,,,,07.04.2016,03.05.2016
1352,U2,587,44.45864,26.051679,București,Calea GIULEŞTI,42,Sector,1963,S+P+8E,0,999,1996,Dan CAPATINA,,,,07.04.2016,03.05.2016
1353,U2,588,44.448359,26.06255,București,Calea GIULEŞTI,46(48,Sector,1961,S+P+7E,0,4256,1996,Dan CAPATINA,,,,07.04.2016,03.05.2016
1354,U2,589,44.460741,26.047536,București,Calea GIULEŞTI,50(52,Sector,1962,S+P+8E,0,4815,1995,Dan CAPATINA,,,,07.04.2016,03.05.2016
1355,U3,590,44.462604,26.041479,București,Calea GIULEŞTI,133,Sector,1961,S+P+4E,0,47,1996,Iorgu NICULA,,,,07.04.2016,03.05.2016
1356,U3,591,44.36782,26.084317,București,Soseaua GIURGIULUI,20,Sector,1938,S+P,0,0,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
1357,U2,592,44.433899,26.086737,București,Strada GRADINA CU CAI,1,Sector,1910,S+P+1 E+Ma,0,380,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
1358,U2,593,44.451871,26.095724,București,Strada GRIGORE ALEXANDRESCU,75,Sector,1944,S+P+2E+Ma,7,605,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
1359,U2,594,44.451717,26.095288,București,Strada GRIGORE ALEXANDRESCU,76,Sector,1930,S+P+2E+Ma,16,1079,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
1360,U2,595,44.451745,26.095487,București,Strada GRIGORE ALEXANDRESCU,78,Sector,1925,S+P+3E,8,1015,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
1361,U2,596,44.451797,26.095851,București,Strada GRIGORE ALEXANDRESCU,82,Sector,1949,S+P+3E,21,1437,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
1362,U3,597,44.451641,26.093994,București,Strada GRIGORE ALEXANDRESCU,61,Sector,1935,S+P+2E,7,650,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
1363,U3,598,44.437284,26.087669,București,Strada GRIGORE COBĂLCESCU,5,Sector,1934,S+P+2E+Ma,0,400,1994,Ion ANTONESCU,,,,07.04.2016,03.05.2016
1364,U2,599,44.437384,26.087386,București,Strada GRIGORE COBĂLCESCU,7,Sector,1934,S+P+1 E+Ma,0,776,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
1365,U2,600,44.43743,26.087536,București,Strada GRIGORE COBALCESCU,8,Sector,1920,S+P+1E+Pod,0,570,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
1366,U1,601,44.437269,26.086952,București,Strada GRIGORE COBĂLCESCU,9,Sector,1959,S+P+1 E+Ma,0,124,1993,Gheorghe DRUGEA,,,,07.04.2016,03.05.2016
1367,U1,602,44.437763,26.08659,București,Strada GRIGORE COBĂLCESCU,12,Sector,1891,S+P+1 E+Ma,0,765,1993,Stelian PICULESCU,,,,07.04.2016,03.05.2016
1368,U1,603,44.437683,26.086534,București,Strada GRIGORE COBĂLCESCU,13,Sector,1930,S+P+1E,0,380,1993,Stelian PICULESCU,,,,07.04.2016,03.05.2016
1369,U1,604,44.438011,26.08587,București,Strada GRIGORE COBĂLCESCU,18,Sector,1912,S+P+1 E+Ma,0,310,1993,Stelian PICULESCU,,,,07.04.2016,03.05.2016
1370,U1,605,44.438119,26.085256,București,Strada GRIGORE COBĂLCESCU,29,Sector,1930,S+P+2E+Ma,0,11,1993,Gheorghe DRUGEA,,,,07.04.2016,03.05.2016
1371,U1,606,44.438293,26.084799,București,Strada GRIGORE COBĂLCESCU,35,Sector,1881,S+P+1 E+Ma,0,350,1993,Stelian PICULESCU,,,,07.04.2016,03.05.2016
1372,U1,607,44.438932,26.083343,București,Strada GRIGORE COBĂLCESCU,40,Sector,1880,S+P+1 E+Ma,0,122,1993,Stelian PICULESCU,,,,07.04.2016,03.05.2016
1373,U1,608,44.438462,26.084453,București,Strada GRIGORE COBĂLCESCU (corp A),45,Sector,1927,S+P+2E,6,872,1993,Horia DUGAN,,,,07.04.2016,03.05.2016
1374,U2,609,44.438462,26.084453,București,Strada GRIGORE COBĂLCESCU (corp B),45,Sector,1927,,0,0,1993,Horia DUGAN,,,,07.04.2016,03.05.2016
1375,U3,610,44.439345,26.082617,București,Strada GRIGORE COBĂLCESCU,54,Sector,1929,S+P+3E+Ma,0,836,1995,Dan GHEORGHE,,,,07.04.2016,03.05.2016
1376,U3,611,44.439372,26.082473,București,Strada GRIGORE COBĂLCESCU,56,Sector,1929,S+P+3E+Ma,0,1085,1995,Dan GHEORGHE,,,,07.04.2016,03.05.2016
1377,U3,612,44.463432,26.118133,București,Strada GRIGORE MOISIL,4,Sector,1968,S+P+10E,88,6214,1993,Emilian TITARU,,,,07.04.2016,03.05.2016
1378,U3,613,44.454792,26.074915,București,Strada GRIGORE RĂDUCANU,19,Sector,1925,S+P+1E,0,190,1993,Anatolie CAZACLIU,,,,07.04.2016,03.05.2016
1379,U3,614,44.454619,26.074719,București,Strada GRIGORE RĂDUCANU,21,Sector,1928,S+P+1 E+Ma,0,257,1993,Anatolie CAZACLIU,,,,07.04.2016,03.05.2016
1380,U2,615,44.444397,26.08806,București,Calea GRIVIŢEI,23,Sector,1928,S+P+4E,0,142,1994,Horia DUGAN,,,,07.04.2016,03.05.2016
1381,U1,616,44.444397,26.08806,București,Calea GRIVIŢEI,23A,Sector,1910,S+P+1E,5,520,1993,Horia DUGAN,,,,07.04.2016,03.05.2016
1382,U1,617,44.444869,26.086247,București,Calea GRIVIŢEI,36,Sector,1926,S+P+2E,5,700,1993,Horia DUGAN,,,,07.04.2016,03.05.2016
1383,U1,618,44.444869,26.086247,București,Calea GRIVIŢEI,36C,Sector,1900,S+P+2E,6,700,1993,Horia DUGAN,,,,07.04.2016,03.05.2016
1384,U3,619,44.444731,26.08646,București,Calea GRIVIŢEI,43,Sector,1923,S+P+1 E+Ma,5,548,1993,Valter BOGDAN,,,,07.04.2016,03.05.2016
1385,U2,620,44.445301,26.084417,București,Calea GRIVIŢEI,50,Sector,1930,S+P+1 E+Ma,4,516,1993,Adina SIMION,,,,07.04.2016,03.05.2016
1386,U1,621,44.457506,26.060651,București,Calea GRIVIŢEI (corp A + B + C),63,Sector,1923,S+P+2E,13,1,1993,Valter BOGDAN,,,,07.04.2016,03.05.2016
1387,U1,622,44.44587,26.08117,București,Calea GRIVIŢEI,123,Sector,1930,S+P+1 E+Ma,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
1388,U2,623,44.457506,26.060651,București,Calea GRIVIŢEI (corp C + D + E),127,Sector,1900,S+P+1 E+Ma; S+P;,2,600,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1389,U2,624,44.445997,26.080683,București,Calea GRIVIŢEI,129,Sector,1930,S+P+1 E+Ma,10,947,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1390,U1,625,44.446039,26.08052,București,Calea GRIVIŢEI,131,Sector,1880,S+P+1 E+Ma,3,328,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1391,U1,626,44.451239,26.068503,București,Calea GRIVIŢEI,166A,Sector,1935,S+P+2E+Ma,0,0,1994,Horia DUGAN,,,,07.04.2016,03.05.2016
1392,U2,627,44.45226,26.066865,București,Calea GRIVIŢEI,172,Sector,1935,S+P+3E,10,140,1993,Constantin ARIENESCU,,,,07.04.2016,03.05.2016
1393,U2,628,44.452412,26.066735,București,Calea GRIVIŢEI,174B,Sector,1935,S+P+3E,0,0,1995,Nicolae CONSTANTINESCU,,,,07.04.2016,03.05.2016
1394,U1,629,44.453576,26.064951,București,Calea GRIVIŢEI,184C,Sector,1935,S+P+2E+Ma;,8,96,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
1395,U3,630,44.449192,26.091382,București,Intrarea GHEORGHE MANU,1,Sector,1935,S+Ds+P+3E,0,0,1994,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
1396,U2,631,44.451096,26.098552,București,Intrarea GRIGORE CANTILLI,4,Sector,1940,S+P+3E,0,675,1995,Silvia CARAMAN,,,,07.04.2016,03.05.2016
1397,U3,632,44.433887,26.091722,București,Strada GUTEMBERG,4,Sector,1930,S+P+1E,0,0,1993,Serban STANESCU,,,,07.04.2016,03.05.2016
1398,U3,633,44.433842,26.091747,București,Strada GUTEMBERG,6,Sector,1920,S+P+1E,0,0,1993,Cristian BALAN,,,,07.04.2016,03.05.2016
1399,U3,634,44.433696,26.09112,București,Strada GUTEMBERG,8,Sector,1930,S+P+3E,0,0,1993,Cristian BALAN,,,,07.04.2016,03.05.2016
1400,U3,635,44.433696,26.09112,București,Strada GUTEMBERG,10,Sector,1920,S+P+1E,0,0,1993,Cristian BALAN,,,,07.04.2016,03.05.2016
1401,U1,636,44.433724,26.091008,București,Strada GUTEMBERG,12,Sector,1900,S+P+2E,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
1402,U2,637,44.434072,26.089914,București,Strada GUTEMBERG,16,Sector,1934,S+P+5E+Ma,0,0,1995,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
1403,U2,638,44.433032,26.122203,București,Strada HAGIULUI,10,Sector,1920,S+P+2E+Ma,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
1404,U1,639,44.453926,26.121943,București,Strada HALMEU,13,Sector,1920,S+Ds+P+1 E,0,0,1993,Constantin DALBAN,,,,07.04.2016,03.05.2016
1405,U1,640,44.405153,26.060986,București,Strada HARALAMBIE BOTESCU,2,Sector,1916,S+P+1E,0,0,1993,Horia DUGAN,,,,07.04.2016,03.05.2016
1406,U2,641,44.405395,26.059868,București,Strada HARALAMBIE BOTESCU,11,Sector,1925,S+P+2E,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1407,U3,642,44.405453,26.059791,București,Strada HARALAMBIE BOTESCU,14,Sector,1920,S+P+3E,0,0,1994,Radu AGENT,,,,07.04.2016,03.05.2016
1408,U2,643,44.433304,26.1391,București,Strada HARJEU,7,Sector,1937,S+P+1 E+Ma,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
1409,U3,644,44.440828,26.084456,București,Strada HENRI MATHIAS BERTHELOT,59,Sector,1926,S+P+2E+Ma,0,0,1994,Radu AGENT,,,,07.04.2016,03.05.2016
1410,U3,645,44.440828,26.084456,București,Strada HENRI MATHIAS BERTHELOT,61,Sector,1930,S+P+2E,0,0,1994,Radu AGENT,,,,07.04.2016,03.05.2016
1411,U1,646,44.467253,26.087747,București,Strada HERĂSTRĂU,1,Sector,1938,S+P+1E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
1412,U2,647,44.43982,26.155661,București,Strada HERŢA,7,Sector,1980,S+P+10E,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1413,U3,648,44.443419,26.082117,București,Strada HORAŢIU,17,Sector,1938,S+P+1 E+Ma,0,0,1995,Mircea IONESCU,,,,07.04.2016,03.05.2016
1414,U3,649,44.440666,26.124174,București,Strada HOREI,5bis,Sector,1940,S+P+Ma,0,0,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
1415,U2,650,44.440666,26.124174,București,Strada HOREI,7bis,Sector,1923,S+P+2E+Ma,5,0,1993,Viorel CONSTANTINESCU,,,,07.04.2016,03.05.2016
1416,U2,651,44.440618,26.124243,București,Strada HOREI,8,Sector,1935,S+P+3E+Ma,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
1417,U2,652,44.441058,26.124177,București,Strada HOREI,16,Sector,1910,S+P+2E+Ma,0,0,1993,Nicolaie TUDOSE,,,,07.04.2016,03.05.2016
1418,U1,653,44.442337,26.124412,București,Strada HOREI,30,Sector,1940,S+P+1E,0,0,1993,Mircea VASILIU,,,,07.04.2016,03.05.2016
1419,U3,654,44.480098,26.047738,București,Strada HRISOVULUI,14,Sector,1957,S+P+3E,0,0,1995,Virgil FIERBINTEANU,,,,07.04.2016,03.05.2016
1420,U1,655,44.435827,26.106082,București,Bulevardul HRISTO BOTEV,2,Sector,1900,S+P+2E,4,402,1993,Nicola GOSPODINOV,,,,07.04.2016,03.05.2016
1421,U1,656,44.435733,26.106161,București,Bulevardul HRISTO BOTEV,4,Sector,1930,S+P+2E+Ma,0,0,1993,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
1422,U3,657,44.434916,26.10697,București,Bulevardul HRISTO BOTEV,7,Sector,1920,S+P+3E+Ma,0,0,1994,Dan GHIOCEL,,,,07.04.2016,03.05.2016
1423,U1,658,44.434383,26.107472,București,Bulevardul HRISTO BOTEV,13,Sector,1938,S+P+3E+Ma,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1424,U3,659,44.433935,26.107917,București,Bulevardul HRISTO BOTEV,22,Sector,1936,S+P+7E,0,0,1994,Gabriel NICULESCU,,,,07.04.2016,03.05.2016
1425,U3,660,44.433845,26.10804,București,Bulevardul HRISTO BOTEV,24,Sector,1935,S+P+5E,0,0,1994,Dan GHIOCEL,,,,07.04.2016,03.05.2016
1426,U2,661,44.433692,26.108188,București,Bulevardul HRISTO BOTEV,26,Sector,1930,S+P+5E,0,0,1993,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
1427,U3,662,44.431961,26.109113,București,Bulevardul HRISTO BOTEV,27,Sector,1937,S+P+3E+Ma,0,0,1994,Dan GHIOCEL,,,,07.04.2016,03.05.2016
1428,U3,663,44.431853,26.109176,București,Bulevardul HRISTO BOTEV,29,Sector,1900,S+P+Ma,0,0,1993,Nicolae ALEMAN,,,,07.04.2016,03.05.2016
1429,U3,664,44.432809,26.108778,București,Bulevardul HRISTO BOTEV,34,Sector,1934,S+P+3E,0,0,1994,Dan GHIOCEL,,,,07.04.2016,03.05.2016
